tweet_id,sentiment
261109626999799000,positive
197495345100505000,positive
263072011083984000,neutral
255869591077654000,neutral
261328176846888000,neutral
264180389126483000,neutral
263731830044360000,neutral
263994754017157000,positive
264234731720290000,negative
225194268011134000,positive
261256927294652000,neutral
259588283443580000,positive
263949864658952000,positive
238778736693108000,neutral
263615384811352000,positive
263512200185012000,positive
242487730704113000,neutral
263053946766123000,positive
264016782434656000,positive
218585706484871000,positive
262620485949480000,neutral
264248465440272000,positive
249317265630175000,neutral
252943098915717000,positive
261722502634557000,positive
262419760745152000,positive
263779094691446000,positive
262343145843466000,negative
264157509349154000,neutral
242541943920402000,positive
263720309658624000,neutral
257816075679453000,positive
178110692853952000,positive
263520299943874000,positive
263684648192835000,positive
261282886097989000,negative
248828540554985000,neutral
261550808527675000,positive
262466822455058000,negative
259438015712202000,neutral
254041683078045000,positive
262875597162823000,neutral
249303363764764000,negative
258624026136698000,neutral
263692385974902000,neutral
251692344984875000,neutral
263420162940755000,positive
264052136671842000,positive
264242277285777000,positive
182716855247568000,positive
260599504535961000,positive
258737462556372000,neutral
197068208644161000,negative
263339757508124000,positive
263310194283515000,positive
262726878052380000,neutral
261399067026923000,positive
264062824282746000,positive
255484381811077000,neutral
262298455270113000,positive
264151223475769000,positive
264136485320663000,positive
261862110068350000,positive
262635748837167000,neutral
264090993555562000,neutral
255925060609658000,positive
263133446430404000,positive
263897329361367000,positive
264101441420029000,neutral
178425868341870000,neutral
211023490168524000,positive
255615261707755000,neutral
259790021333241000,positive
180084661039546000,positive
258694190932836000,negative
258446299253329000,neutral
260815921596223000,positive
231238067116183000,positive
264085618638868000,positive
260797939281190000,neutral
225306407497502000,neutral
264236079639584000,neutral
238160932109447000,neutral
232873878328852000,negative
264166359716483000,neutral
241925676612067000,positive
264150820281532000,neutral
250436502985781000,positive
264133052240891000,positive
264136260929601000,positive
259708754587709000,positive
253323358047989000,positive
246282909814751000,neutral
243057337789710000,neutral
262922845284360000,positive
246221773371236000,neutral
264157472518979000,positive
241233461560635000,neutral
239035929040412000,positive
262011184348270000,neutral
249174155902201000,positive
261571276685049000,neutral
263932238683586000,positive
259864882743214000,negative
212895768242159000,positive
264180884763209000,positive
256527282934534000,neutral
238479397873655000,positive
256215997646790000,neutral
243820005131710000,positive
186767370432421000,neutral
186739473525116000,positive
192445297014747000,positive
264026656547684000,negative
260805278885367000,positive
233671971303464000,positive
213748319053283000,neutral
264185288534925000,neutral
259840492613824000,neutral
207273052944334000,neutral
262427324065120000,positive
258940563229925000,positive
262556973399175000,neutral
234011176672038000,positive
263476459312648000,positive
264264907137097000,neutral
264110569869688000,positive
171385775416553000,positive
263189281982541000,negative
264142187648929000,neutral
259085652954578000,neutral
254418672825810000,positive
245283518727458000,positive
263483447660666000,positive
256063741723017000,positive
264089688468500000,neutral
264178640709906000,positive
198453438567288000,positive
263833340308774000,neutral
263943235456626000,positive
264112069329166000,positive
263058979452751000,neutral
264166808133713000,neutral
255803057064001000,positive
262068428838428000,neutral
254640117963161000,positive
263245558624444000,positive
264224039801856000,neutral
249506526325264000,positive
256997154105729000,neutral
169518982519459000,neutral
253539634217357000,positive
263765711967645000,neutral
260783447881162000,positive
263080769164034000,neutral
262224750808539000,positive
263618315468042000,neutral
248718821664362000,neutral
253830890864648000,neutral
228331397843132000,neutral
253201594118705000,positive
264159573793968000,neutral
263650939737612000,neutral
259560361534033000,positive
262905736680591000,neutral
261310449583284000,neutral
253383191254159000,neutral
263820098601619000,positive
252982075932688000,positive
260149068544741000,neutral
244522554558148000,neutral
216836489122820000,positive
260899290329800000,neutral
262907475131514000,neutral
264150125063057000,negative
252697561209643000,neutral
177325268518715000,neutral
264050341065150000,positive
263963855422623000,neutral
259033102490411000,neutral
215160992684965000,positive
258452237490212000,neutral
260787836331102000,positive
264234970204229000,positive
261620693685399000,positive
259463434989604000,neutral
254181273352929000,positive
264059489777496000,neutral
259877828277968000,neutral
261858188410880000,negative
262133539598909000,positive
233363122772140000,neutral
262430211260416000,neutral
260555493012021000,neutral
256135792039194000,neutral
264100032041607000,positive
263702842970349000,negative
262469502254604000,positive
262647787236245000,neutral
257750740645330000,neutral
245850346226860000,positive
263813178914385000,positive
260824355787911000,negative
263713149658730000,neutral
229246522863271000,negative
262923248294064000,negative
262585900129726000,negative
261781500603805000,positive
194378056880754000,neutral
238787902287540000,positive
251442897545728000,positive
249439289392369000,negative
256107327759990000,neutral
255550515700715000,neutral
264151411514826000,positive
250598574902099000,positive
260240492422377000,negative
259134818070183000,positive
261009627418877000,positive
263556483185266000,neutral
261902226384105000,neutral
259663533447454000,neutral
260784417121910000,positive
241873590914539000,neutral
256567471576870000,negative
232788240594247000,neutral
254817714898604000,positive
206536587272663000,positive
263034890709241000,positive
237699756598652000,neutral
264114715138088000,positive
260872391662637000,positive
260928031189770000,neutral
264162573144956000,neutral
168794208235298000,neutral
263909876869259000,negative
253501935636860000,neutral
250655526734671000,positive
159200989268807000,neutral
263306980301606000,neutral
262700361779904000,positive
194185048411484000,positive
178414094917976000,negative
263712674477649000,positive
264130675190398000,negative
261570711498399000,positive
263353558802497000,neutral
264100036168781000,positive
261760403695087000,positive
210638324430413000,positive
240478344561446000,positive
263819389567135000,neutral
264186992110219000,positive
264067792981078000,positive
254576335593304000,neutral
236236822672465000,positive
258505563728658000,neutral
264175297866371000,negative
245676320254726000,neutral
232848893753307000,positive
262051073768964000,neutral
255228183727722000,positive
259508640694816000,neutral
264186479511736000,positive
259226024141811000,neutral
213186343705124000,neutral
258435673340653000,positive
261026742016303000,positive
254430502981890000,neutral
260803911835844000,neutral
260992337860251000,neutral
254411356592275000,neutral
261812763255529000,positive
212937076499431000,neutral
255223207047614000,neutral
263701141282516000,positive
262953594997846000,positive
264054028089036000,neutral
178301152318857000,neutral
251144316133711000,positive
224454840242290000,positive
257209972369281000,positive
264185661748310000,negative
263448639433744000,neutral
264080419450933000,positive
177640329724444000,neutral
244946923176472000,neutral
245736894145646000,neutral
264142179809771000,neutral
206372808585003000,neutral
234566574315540000,positive
262365545968594000,positive
230429455510822000,neutral
261463706238595000,positive
226397097648349000,positive
260106710147031000,positive
238496977212551000,positive
264148362901725000,neutral
264114968159457000,neutral
240335942337064000,neutral
197070854759251000,positive
254172223345135000,neutral
264123212386930000,neutral
264143718083358000,neutral
262014220491694000,neutral
178311431085764000,neutral
255223204598149000,neutral
249245351616331000,neutral
248659757999734000,negative
230288811941322000,positive
263968497590231000,neutral
263477110293807000,neutral
253287364133261000,positive
264217170664357000,positive
239487738146078000,neutral
264243935671615000,neutral
247920865075945000,neutral
253351706258182000,negative
263313909979688000,neutral
260784153648324000,positive
235537375344869000,positive
263448962512605000,neutral
262483507736100000,positive
260793549400985000,neutral
253452182534373000,neutral
249944615057252000,positive
261913322088185000,neutral
250894157177044000,positive
251846652846014000,neutral
246340886546481000,positive
263147387722285000,positive
263581164936237000,neutral
217811697635819000,positive
261396487022473000,neutral
263812359930404000,neutral
236901908898541000,neutral
264201029845921000,neutral
173992535138635000,positive
254532014928187000,positive
263777540714401000,neutral
258305358672572000,neutral
263021399331983000,neutral
261460710691844000,neutral
261424988341542000,neutral
264075590724886000,positive
260270112941158000,neutral
256492742815928000,negative
264201688481665000,positive
217709695459266000,neutral
258641992563712000,neutral
233453521050161000,neutral
259938447979069000,positive
264235477903753000,positive
263197116388745000,positive
223125679946989000,neutral
264136370853908000,positive
258211929154281000,positive
258983149076377000,positive
262595005363912000,neutral
258909777395085000,neutral
259701130425167000,neutral
258612572775919000,neutral
264177605576646000,positive
263358943663902000,positive
263680865207459000,neutral
262717098210500000,positive
258268530762465000,neutral
261568022798548000,positive
248194047049617000,neutral
245540130482434000,positive
264210442711339000,positive
254243823197224000,neutral
203777374666498000,positive
264166754866053000,neutral
238706843885641000,neutral
263156695436517000,neutral
258386962195574000,neutral
263279440392511000,neutral
232517703057948000,positive
260942395179417000,neutral
192303306515812000,neutral
263641707701207000,positive
263961058346164000,positive
262717245149544000,neutral
252165210704596000,negative
256627880891654000,neutral
261755988653252000,neutral
256004203300929000,positive
254715456584314000,neutral
249568727266381000,negative
264212731652079000,positive
254093643395252000,neutral
236271689225367000,positive
201843342940717000,positive
258001079919333000,neutral
234592708520468000,positive
251059817827938000,positive
223353754181836000,positive
258286214719881000,positive
264205287374852000,neutral
264017949810106000,negative
247651859093934000,negative
263358562531676000,positive
238043783038631000,neutral
262585958409596000,positive
178000146481692000,negative
263688734501916000,neutral
264193350595391000,neutral
210753032382709000,neutral
254686087144951000,neutral
264061100444774000,positive
256907631199911000,positive
264196194245410000,positive
202247029500559000,neutral
229033997420867000,negative
261880984193089000,neutral
263627092166582000,neutral
263958116335493000,negative
255617170699059000,neutral
210017241524211000,neutral
264005303325061000,positive
262072527856218000,negative
209969665567494000,positive
264205464466763000,neutral
253250997856636000,neutral
206121346139303000,neutral
177382644273778000,positive
262748325105786000,positive
229315683991818000,negative
258938637469769000,positive
250860352559013000,positive
264095938191179000,neutral
257880381406199000,positive
261738089288962000,positive
263330792321720000,negative
251921132263985000,negative
261525006318727000,positive
261943605961318000,neutral
258844627757580000,negative
227824611872616000,positive
250783425835970000,positive
225427890160943000,neutral
240342035834490000,neutral
264066090894778000,negative
245573853252837000,neutral
195576847826821000,positive
252264767719350000,positive
249717191006642000,positive
264070666779774000,positive
201203539169652000,positive
264048771757907000,neutral
262218488440049000,neutral
262007346996334000,neutral
262459356371615000,neutral
263759386936238000,neutral
260525423191019000,positive
243222482520248000,negative
258519636549709000,neutral
263040302544199000,neutral
263351072129687000,neutral
262134202017910000,neutral
156805305039200000,positive
169528903256379000,neutral
263985896720830000,neutral
262950188770004000,neutral
234275265369497000,neutral
233851052145930000,neutral
259128790985355000,neutral
255347089243004000,positive
207626533358145000,neutral
259746311253938000,neutral
262082641879244000,neutral
238211552547848000,neutral
264170973073375000,positive
240918612599246000,neutral
262045188166402000,negative
236484355432783000,negative
264184253695270000,negative
260176398344413000,neutral
264090404968886000,negative
264154867055079000,positive
261455523843543000,neutral
249174399285092000,positive
250930638704758000,positive
261894011248324000,neutral
263381640343064000,neutral
263679057076580000,neutral
261778309313069000,positive
256847795963691000,neutral
178042226033696000,neutral
260825612774699000,negative
264115311039623000,positive
262016201570529000,positive
262131102137860000,neutral
263721545694859000,positive
181155564015976000,neutral
248506867414884000,neutral
257295429341962000,negative
264095472367587000,neutral
226365523187867000,neutral
262649015630442000,neutral
257928914003951000,neutral
263811257877028000,neutral
253228331670061000,positive
259926663213756000,positive
263647662757269000,neutral
258181651299958000,positive
253296308692062000,positive
261173008381648000,positive
262933456252719000,positive
261816186130546000,neutral
233652869432242000,neutral
251769670485544000,negative
250226624979668000,positive
260947743139315000,neutral
259382747615866000,positive
178684565496401000,neutral
252100451057688000,neutral
205468598699962000,neutral
253900749921193000,neutral
255668664970407000,neutral
249356683011293000,neutral
263930523628490000,positive
248965153465446000,negative
253560761337667000,neutral
263772250409426000,positive
243189014834868000,neutral
262165556503908000,positive
262953179514286000,neutral
263445282879062000,neutral
261150689655418000,positive
264060566350487000,positive
259996717569687000,neutral
264205815790063000,neutral
264252575879151000,neutral
258266917305982000,neutral
233812313013092000,positive
248430541014171000,neutral
262765768691838000,negative
227032521731371000,positive
254581658978754000,neutral
223272122200498000,neutral
263320847413030000,positive
264125713353945000,neutral
248971180537675000,positive
261017558377959000,positive
262714282884620000,positive
263810178774876000,neutral
258177758356709000,positive
263823865854181000,neutral
263849660425314000,negative
255251955709005000,positive
263993785942421000,neutral
253308473612316000,negative
218597647383138000,positive
248210459830931000,neutral
262370460916908000,positive
264063063911723000,neutral
264228238216265000,positive
188831089345835000,positive
233250423904022000,neutral
243369437477101000,neutral
233858297017540000,positive
193847379080916000,negative
263556575996821000,positive
264135837938237000,neutral
255263387846586000,neutral
260610098295107000,positive
252140332374978000,neutral
262905019383287000,neutral
259896458105475000,positive
234049723751886000,positive
264071568907464000,neutral
261464553542529000,neutral
260829996883525000,neutral
251547185051742000,positive
259293329425051000,positive
263850818715910000,neutral
262526987246133000,positive
216017440302305000,neutral
264180272189292000,positive
234385238065827000,neutral
261078676584665000,positive
249175435269795000,neutral
238409448601821000,neutral
262179989053648000,neutral
264151743624015000,neutral
264078703443726000,positive
250258794284711000,positive
259630710162329000,positive
258448018867630000,positive
250996526892081000,positive
263355232346583000,positive
263078433549062000,positive
262948330756251000,neutral
263355249346093000,neutral
264068322390319000,neutral
263384446802210000,neutral
258453457105731000,positive
233177931273355000,positive
217114783504273000,positive
250344273575309000,positive
258520497308958000,negative
261140219783430000,positive
263440757829038000,neutral
259840046180470000,negative
264226892356415000,neutral
235035773957722000,neutral
263325942489939000,neutral
255028058526994000,neutral
235011538841382000,neutral
259703280186298000,neutral
208948133982502000,positive
259341426490494000,positive
264041063562485000,neutral
264128448291811000,neutral
262104193068855000,neutral
261878469619757000,neutral
258385103582027000,positive
253833756027269000,neutral
263005359663378000,positive
261465475056275000,positive
260539696071966000,positive
233138349462937000,positive
227911205136773000,neutral
264134780235444000,neutral
263046141178961000,neutral
252144895064694000,positive
263075094421716000,neutral
262730285639155000,neutral
262528700401201000,neutral
263510382948270000,neutral
231298409355702000,neutral
263286701491884000,neutral
257646277418954000,positive
234455790726033000,positive
261341037467938000,positive
261763305260068000,neutral
262737156013965000,negative
236799630615126000,positive
259394650945761000,neutral
263666215258578000,neutral
200263791097810000,neutral
236967653519020000,positive
260610630111870000,positive
264174769778356000,positive
229825713790918000,positive
216014765485600000,positive
262666557375803000,positive
258680818908663000,neutral
263877467079585000,negative
263981029889544000,positive
228292239833579000,positive
254495575402242000,positive
250685054186029000,neutral
257269858943774000,negative
242568952826458000,positive
245269811851046000,neutral
259114248897191000,neutral
222445583955263000,positive
225544711853719000,neutral
261644127148589000,positive
260158752907468000,neutral
251195600849231000,neutral
222421757280268000,neutral
247496745951580000,positive
242879445344595000,positive
232927721934696000,neutral
262831491577417000,positive
264234920732401000,neutral
260075722100572000,neutral
260904940417986000,neutral
250818111199129000,neutral
230215450955485000,neutral
249410897930485000,neutral
177672944506503000,positive
264070796710932000,positive
258309760498139000,neutral
255894130750791000,positive
264063884590186000,neutral
262282238748667000,positive
260839295273820000,neutral
254603060968562000,neutral
231206871007100000,neutral
257049363887575000,neutral
222391201561722000,positive
264096189119598000,positive
259111912820850000,neutral
262245540073451000,positive
258428070241906000,neutral
264078473495183000,positive
257979041531965000,neutral
170243777422827000,neutral
261528684614262000,neutral
252282596963282000,positive
263399817500311000,neutral
259363861377978000,negative
261635323929440000,positive
225757801992036000,neutral
259123883360276000,neutral
261460710238859000,neutral
233469495103066000,neutral
262899961887350000,positive
258751674125012000,positive
264033191302660000,neutral
196458880648232000,neutral
263341450496995000,positive
261999908993769000,neutral
262875223584542000,neutral
257481570225627000,positive
196695579311607000,neutral
261235246685630000,neutral
264177402958200000,neutral
259845920525533000,neutral
259524813465477000,positive
263752563512467000,positive
259812613628760000,positive
238481539061661000,neutral
200988311312019000,neutral
263723350482890000,neutral
263309946001694000,positive
261607256439803000,neutral
259796936180236000,positive
169085941951119000,neutral
260824635602518000,negative
261543440272220000,positive
263950853831024000,positive
249585709650944000,neutral
264146768718098000,negative
264148123234992000,positive
263078274178109000,negative
259467389522022000,neutral
264032201413386000,negative
255715290921463000,neutral
253231859817918000,neutral
263334402799566000,neutral
192215364896169000,positive
263657872100040000,positive
260268521597050000,positive
262766304052789000,positive
225869548480499000,positive
240727465683734000,neutral
243127986503688000,positive
258824586647465000,positive
262961286952910000,neutral
244641535990300000,positive
264005101277036000,positive
225161226743853000,positive
212703744314445000,neutral
250067097307205000,neutral
264138643977928000,positive
258262903260602000,positive
255588866180919000,neutral
257983548114477000,negative
248964847046373000,negative
263660078396235000,neutral
262678081834217000,positive
264127378056421000,neutral
209669128292810000,neutral
177625087636275000,neutral
176609377678147000,positive
259590644987748000,neutral
264193329976193000,negative
264222843921903000,neutral
250162789803491000,neutral
258545506043719000,positive
264157078694813000,positive
263287141637976000,neutral
263359769321029000,positive
263674581947138000,negative
233637896685494000,neutral
262693961628524000,neutral
263947290786553000,neutral
254541560975339000,neutral
263334721541509000,neutral
262538826768084000,positive
251024359764934000,positive
264148223269146000,neutral
263663225076346000,positive
258220788379963000,neutral
263017200225501000,positive
261088634516668000,positive
264038190183239000,neutral
263716710698344000,neutral
263196099857244000,positive
261046173224280000,positive
260824444103192000,negative
264084022341275000,positive
249716223372324000,positive
264128837179293000,neutral
264244232305385000,neutral
264248154826891000,positive
263693129360752000,neutral
243639738345598000,negative
261941814397894000,neutral
263515005402636000,neutral
261495820497612000,positive
260881214964117000,neutral
157404300413386000,neutral
261251573794095000,positive
196380681486606000,neutral
262872922090270000,positive
263676816802336000,positive
243018503618191000,positive
263124508657979000,neutral
256470303687979000,positive
213406734587408000,positive
244089484084391000,positive
207633006981160000,neutral
262998531583918000,neutral
258479466869846000,neutral
264195044523798000,neutral
195614340957741000,neutral
238541137512648000,neutral
263833978707005000,positive
261894267574812000,neutral
259590648104091000,positive
260787224658972000,positive
238011583408791000,positive
251696313350094000,positive
261566856635236000,neutral
216908604282900000,positive
264111905726148000,positive
261127770933964000,positive
263661595958317000,neutral
234069851159818000,negative
264135183924609000,positive
263943095333318000,positive
263197179542392000,neutral
261992047366529000,neutral
237501095667200000,neutral
246886685361709000,neutral
263351004559466000,positive
263572913691705000,positive
264025707456380000,negative
247002638858723000,positive
256472961987526000,neutral
260526862130876000,neutral
251853154151432000,neutral
263378073787965000,neutral
264224886799622000,positive
257322460771385000,neutral
251820777740066000,positive
264075045368909000,positive
194896694859665000,neutral
264185414154350000,neutral
262415400132816000,neutral
238571318495305000,neutral
254413778379214000,neutral
200985781161037000,positive
263613337441538000,neutral
245250307448246000,positive
260142958182031000,neutral
262981791726579000,negative
263544116258942000,positive
231297164641456000,neutral
259860948494450000,positive
246723566656188000,negative
263801945934942000,negative
254715866594299000,positive
261358207954472000,neutral
215439688117395000,neutral
251299874677592000,neutral
263090210252939000,neutral
263467540762722000,neutral
263663886358675000,neutral
264209652953264000,positive
257592792530956000,neutral
198134417053585000,neutral
235307035237957000,positive
177715743314542000,positive
263879491015819000,neutral
224770580489060000,neutral
259478081406914000,neutral
260893770306961000,positive
239923421562167000,neutral
257067928615272000,neutral
212344286803542000,neutral
262754280602218000,positive
263848743361712000,neutral
231942533238902000,positive
195534249833668000,positive
218168052355833000,neutral
247139201496260000,neutral
251640387511410000,positive
264110578367361000,neutral
262405747130900000,positive
264204054941540000,positive
252846155455660000,positive
264228787321978000,positive
264075801333477000,neutral
262681698720956000,neutral
201075858998427000,neutral
258460568904687000,positive
198537309795254000,positive
263653866170621000,positive
264176954725515000,neutral
247708001522315000,neutral
260095100598759000,neutral
255482192787021000,positive
264081187071459000,neutral
263411099607654000,neutral
251761000511074000,positive
230845324120444000,neutral
246158677717966000,negative
236161614338994000,neutral
256039501384777000,positive
263034204768587000,neutral
172976938464444000,positive
260968552914354000,neutral
213934925995458000,positive
259181677333581000,neutral
202481567044612000,positive
254040273603153000,neutral
233879091969925000,positive
225162488767975000,positive
247130305394262000,positive
263010438550265000,positive
263415168623603000,neutral
213337904515256000,positive
175464270300069000,positive
232432584691441000,neutral
258285435313324000,neutral
258608462085365000,negative
215574035252260000,neutral
262950468110647000,neutral
211976626764910000,positive
233771400488431000,neutral
245264757865734000,positive
253697096073482000,negative
261356792687247000,positive
257425974487040000,positive
216851852959031000,neutral
262308915415494000,positive
242723087618043000,neutral
223422387054592000,neutral
262746956533727000,negative
260959438272335000,positive
262054209212514000,positive
201399348234432000,positive
258184197213126000,positive
155285232084467000,positive
169422963077169000,positive
263317138914295000,positive
264148626299842000,neutral
255478858147569000,neutral
216872516134772000,positive
259456808672976000,positive
262926775091355000,positive
262345829178826000,positive
263213549491474000,positive
264132491571499000,positive
258543556472471000,neutral
263208050872172000,neutral
263378774580682000,neutral
262987165380775000,neutral
264222962700398000,neutral
263732811859640000,neutral
263067322418339000,neutral
239089527501778000,positive
258591917489664000,positive
262128355762110000,neutral
252411742532026000,neutral
255192038574788000,neutral
259108587614371000,positive
259808133722013000,neutral
184064436263337000,neutral
264204167386628000,positive
259369879591854000,neutral
263371414122409000,positive
249737188911239000,neutral
258691668218376000,neutral
262740695268339000,neutral
262586462355197000,positive
261838610402254000,neutral
260823931072704000,neutral
251754614133772000,neutral
251071033375866000,positive
258961278733778000,neutral
258292506729521000,positive
261783686893142000,positive
263661413149593000,neutral
263644403787259000,neutral
263945729268121000,neutral
260810904680165000,positive
256161686841618000,neutral
253272846699204000,positive
261079685386092000,positive
261031402571714000,positive
263460860918390000,neutral
263335702534684000,neutral
236402853642645000,neutral
257836106438029000,neutral
229549977087639000,negative
250584660025962000,neutral
264107216108417000,neutral
178050158989283000,neutral
262027031087308000,neutral
238256165413347000,neutral
196930183549288000,negative
253339200852746000,negative
254806671312957000,neutral
263496638193090000,positive
262639435785580000,negative
262046681216991000,positive
263572559663079000,neutral
225245362208776000,positive
262084661818318000,neutral
254102606383812000,neutral
263567218548285000,positive
262048059494629000,neutral
237696140517191000,positive
263316127684386000,positive
250913556042764000,neutral
263750372550664000,positive
262021931308568000,neutral
241618486961520000,neutral
202975390170484000,positive
250922044810731000,positive
264117466530213000,positive
190247312830898000,neutral
219121356221054000,neutral
263869286441967000,neutral
251595640981835000,neutral
260166106138959000,positive
262066106154512000,positive
264133580995842000,neutral
262207703110254000,neutral
260489134207029000,positive
262460934918909000,negative
238795826045014000,positive
262881665486036000,positive
261552474664611000,positive
262198058631192000,neutral
263447493382123000,neutral
262715356790005000,positive
255488989967052000,positive
240457166937550000,neutral
246616461467066000,positive
256498492523020000,positive
240664907425669000,neutral
259978181312921000,neutral
206517930211540000,neutral
264200219976138000,neutral
264159593763065000,neutral
254271485479358000,neutral
262615096105238000,neutral
264185599785836000,neutral
214991541641551000,positive
258584434595467000,neutral
159422332769796000,neutral
261190115785834000,positive
228691714079072000,positive
259657583302959000,neutral
258945751550414000,neutral
253272444410945000,negative
200402971245297000,positive
259017923799154000,positive
264100781664395000,neutral
196563231739875000,positive
263647420854972000,neutral
264058607623102000,neutral
188529257658593000,positive
263975686723760000,positive
219102989984612000,negative
254364687523799000,positive
254658481678872000,neutral
236261840664031000,neutral
263307878025285000,positive
260182877751373000,neutral
264068469971091000,neutral
262788496543076000,neutral
256702681794629000,neutral
261512027984494000,positive
258063160941088000,negative
261021810043256000,positive
181181802910715000,neutral
262293458583166000,positive
252801449149480000,neutral
256033163841769000,neutral
239634570142707000,negative
223339933144846000,negative
254421223084265000,neutral
264100039331307000,neutral
210696815522234000,negative
259733232537444000,neutral
240740332277485000,neutral
262971427320365000,neutral
251256906046373000,neutral
263467550992633000,neutral
177295633932238000,neutral
263134709255663000,neutral
263424496290123000,positive
228977748029370000,neutral
264107182667214000,neutral
226497407280615000,neutral
259681855975084000,neutral
259881334254731000,neutral
264160308115939000,neutral
263577807756607000,positive
261549429742514000,positive
241355754920099000,neutral
177709912502177000,neutral
259471573843574000,neutral
246630936249257000,positive
261719228929937000,positive
264076525954015000,neutral
256073538698629000,neutral
241986301769945000,negative
264201281286074000,positive
262044920150384000,neutral
263278367518908000,negative
220916606224703000,positive
220929000560795000,positive
259021916000641000,positive
254381801026486000,neutral
169358840410800000,neutral
